,Person_ID,Person_name,Person_age,Person_gender,Person_ducation_level_ID,Assoc_stimulus,Term1,Term2,cos,Person_term_ID,Person_term_name,Person_term_age,Person_term_gender,Person_term_ducation_level_ID
220,3,аспирант,34,male,3,наука/научный,наука/научный,образовательный/образование,0.8535782,0,абитуриентка,18,female,1
221,3,аспирант,34,male,3,наука/научный,наука/научный,образовательный/образование,0.8668069,1,магистрант,25,male,2
222,3,аспирант,34,male,3,наука/научный,наука/научный,образовательный/образование,0.8933362,2,родитель,40,female,2
223,3,аспирант,34,male,3,наука/научный,наука/научный,образовательный/образование,0.7669089,3,аспирант,34,male,3
224,3,аспирант,34,male,3,наука/научный,наука/научный,программа,0.74257547,0,абитуриентка,18,female,1
225,3,аспирант,34,male,3,наука/научный,наука/научный,программа,0.7796483,1,магистрант,25,male,2
226,3,аспирант,34,male,3,наука/научный,наука/научный,программа,0.7657497,2,родитель,40,female,2
227,3,аспирант,34,male,3,наука/научный,наука/научный,программа,0.7869512,3,аспирант,34,male,3
228,0,абитуриентка,18,female,1,образовательный/образование,образовательный/образование,центр,0.8016515,0,абитуриентка,18,female,1
229,0,абитуриентка,18,female,1,образовательный/образование,образовательный/образование,центр,0.7917086,1,магистрант,25,male,2
230,0,абитуриентка,18,female,1,образовательный/образование,образовательный/образование,центр,0.7884873,2,родитель,40,female,2
231,0,абитуриентка,18,female,1,образовательный/образование,образовательный/образование,центр,0.7995995,3,аспирант,34,male,3
232,0,абитуриентка,18,female,1,образовательный/образование,образовательный/образование,университет,0.7891177,0,абитуриентка,18,female,1
233,0,абитуриентка,18,female,1,образовательный/образование,образовательный/образование,университет,0.712674,1,магистрант,25,male,2
234,0,абитуриентка,18,female,1,образовательный/образование,образовательный/образование,университет,0.78155315,2,родитель,40,female,2
235,0,абитуриентка,18,female,1,образовательный/образование,образовательный/образование,университет,0.83532536,3,аспирант,34,male,3
236,0,абитуриентка,18,female,1,образовательный/образование,образовательный/образование,наука/научный,0.8031838,0,абитуриентка,18,female,1
237,0,абитуриентка,18,female,1,образовательный/образование,образовательный/образование,наука/научный,0.43453395,1,магистрант,25,male,2
238,0,абитуриентка,18,female,1,образовательный/образование,образовательный/образование,наука/научный,0.7806215,2,родитель,40,female,2
239,0,абитуриентка,18,female,1,образовательный/образование,образовательный/образование,наука/научный,0.8535782,3,аспирант,34,male,3
240,0,абитуриентка,18,female,1,образовательный/образование,образовательный/образование,образовательный/образование,0.85510075,1,магистрант,25,male,2
241,0,абитуриентка,18,female,1,образовательный/образование,образовательный/образование,образовательный/образование,0.8401487,2,родитель,40,female,2
242,0,абитуриентка,18,female,1,образовательный/образование,образовательный/образование,образовательный/образование,0.792026,3,аспирант,34,male,3
243,0,абитуриентка,18,female,1,образовательный/образование,образовательный/образование,программа,0.7440168,0,абитуриентка,18,female,1
244,0,абитуриентка,18,female,1,образовательный/образование,образовательный/образование,программа,0.7226924,1,магистрант,25,male,2
245,0,абитуриентка,18,female,1,образовательный/образование,образовательный/образование,программа,0.7710006,2,родитель,40,female,2
246,0,абитуриентка,18,female,1,образовательный/образование,образовательный/образование,программа,0.74898636,3,аспирант,34,male,3
247,1,магистрант,25,male,2,образовательный/образование,образовательный/образование,центр,0.79497033,0,абитуриентка,18,female,1
248,1,магистрант,25,male,2,образовательный/образование,образовательный/образование,центр,0.78195167,1,магистрант,25,male,2
249,1,магистрант,25,male,2,образовательный/образование,образовательный/образование,центр,0.8031428,2,родитель,40,female,2
250,1,магистрант,25,male,2,образовательный/образование,образовательный/образование,центр,0.79838765,3,аспирант,34,male,3
251,1,магистрант,25,male,2,образовательный/образование,образовательный/образование,университет,0.84835577,0,абитуриентка,18,female,1
252,1,магистрант,25,male,2,образовательный/образование,образовательный/образование,университет,0.75717854,1,магистрант,25,male,2
253,1,магистрант,25,male,2,образовательный/образование,образовательный/образование,университет,0.66189355,2,родитель,40,female,2
254,1,магистрант,25,male,2,образовательный/образование,образовательный/образование,университет,0.80763197,3,аспирант,34,male,3
255,1,магистрант,25,male,2,образовательный/образование,образовательный/образование,наука/научный,0.81687653,0,абитуриентка,18,female,1
256,1,магистрант,25,male,2,образовательный/образование,образовательный/образование,наука/научный,0.43291873,1,магистрант,25,male,2
257,1,магистрант,25,male,2,образовательный/образование,образовательный/образование,наука/научный,0.81406915,2,родитель,40,female,2
258,1,магистрант,25,male,2,образовательный/образование,образовательный/образование,наука/научный,0.8668069,3,аспирант,34,male,3
259,1,магистрант,25,male,2,образовательный/образование,образовательный/образование,образовательный/образование,0.85510075,0,абитуриентка,18,female,1
260,1,магистрант,25,male,2,образовательный/образование,образовательный/образование,образовательный/образование,0.8879121,2,родитель,40,female,2
261,1,магистрант,25,male,2,образовательный/образование,образовательный/образование,образовательный/образование,0.7593652,3,аспирант,34,male,3
262,1,магистрант,25,male,2,образовательный/образование,образовательный/образование,программа,0.7799815,0,абитуриентка,18,female,1
263,1,магистрант,25,male,2,образовательный/образование,образовательный/образование,программа,0.7472246,1,магистрант,25,male,2
264,1,магистрант,25,male,2,образовательный/образование,образовательный/образование,программа,0.79386044,2,родитель,40,female,2
